n_combination,best_combination,best_portfolio_weights,min_volatility,timestamp
26,"('LVS', 'BG', 'MCK', 'PSX', 'SLB', 'MO', 'CPB', 'PFE', 'CVX', 'CME', 'CF', 'DPZ', 'CBOE', 'VLO', 'GIS', 'EA', 'KMB', 'K', 'DVA', 'VZ', 'ORLY', 'MKC', 'KHC', 'HRL', 'CTLT', 'ROL')","(0.010000000000000009, 0.01, 0.061406738427165326, 0.01, 0.010000000000000007, 0.07942567581068155, 0.010000000000000002, 0.042156906200764344, 0.012607913537710637, 0.06597094501366373, 0.01, 0.012338125535960847, 0.10695347641865648, 0.010000000000000002, 0.05730239690987833, 0.09826159513567831, 0.10783442651618813, 0.06089462410754382, 0.037310929228525996, 0.06439890014799647, 0.016124926837134197, 0.010000000000000016, 0.010000000000000004, 0.06701242017245189, 0.010000000000000007, 0.01)",0.121178686298795,2023-11-10 20:13:02.740574
36,"('BAX', 'CBOE', 'K', 'FANG', 'CLX', 'UNH', 'MO', 'MKTX', 'TTWO', 'OXY', 'MKC', 'COR', 'CAH', 'LDOS', 'EG', 'ORLY', 'LVS', 'MRK', 'MOS', 'BG', 'MPC', 'CI', 'MRO', 'SJM', 'LW', 'AZO', 'VRTX', 'BMY', 'KR', 'PANW', 'HRL', 'JNJ', 'T', 'PSX', 'MOH', 'HSY')","(0.005000000000000033, 0.11695815864220371, 0.09574713234926764, 0.005, 0.005, 0.005, 0.05821659914539834, 0.01667801665085965, 0.04016198919943615, 0.005, 0.005, 0.005, 0.005, 0.013398433687703135, 0.005000000000000002, 0.029771334260379517, 0.01718878505874255, 0.039714159453701374, 0.005, 0.011668191939704291, 0.005000000000000008, 0.005, 0.0050000000000000105, 0.028643822932479142, 0.005, 0.005000000000000007, 0.005, 0.10807076141811048, 0.01605701390235381, 0.006200283781171011, 0.08012828877745341, 0.19340692745266588, 0.023170378432790954, 0.014819722915578964, 0.005, 0.005000000000000001)",0.1214303125521822,2023-11-10 20:18:42.921155
41,"('CLX', 'EOG', 'ELV', 'TAP', 'CHRW', 'BKR', 'VZ', 'CPB', 'EPAM', 'COR', 'TSN', 'INCY', 'CME', 'JNJ', 'BMY', 'CBOE', 'PSX', 'PXD', 'UNH', 'CAH', 'FSLR', 'LMT', 'TRV', 'KHC', 'PGR', 'MKC', 'MKTX', 'ORLY', 'D', 'MOH', 'CAG', 'CTLT', 'NEM', 'KMB', 'EG', 'CHD', 'HES', 'MRNA', 'AIZ', 'OXY', 'SJM')","(0.005000000000000025, 0.005, 0.005, 0.005000000000000007, 0.02834123093617863, 0.005, 0.055528768965383356, 0.02937879299108978, 0.005, 0.005, 0.015017248752727131, 0.03713468443075692, 0.05976009936241837, 0.1618507413959733, 0.09624287334753176, 0.0976200229979542, 0.016368285992084737, 0.005, 0.005000000000000002, 0.005, 0.005, 0.06402723985165804, 0.008391562443776942, 0.012850612602409781, 0.005000000000000007, 0.005000000000000014, 0.005, 0.02189038536961825, 0.005, 0.005, 0.00500000000000002, 0.0050000000000000305, 0.019033130883636177, 0.0913638883232044, 0.005, 0.005, 0.005, 0.00500000000000001, 0.02482151150309085, 0.005000000000000002, 0.045378919850507335)",0.1204650679856572,2023-11-10 20:24:00.693642
46,"('MRNA', 'CAH', 'EG', 'LMT', 'NEM', 'COP', 'JNJ', 'WMT', 'ABBV', 'ED', 'HUM', 'D', 'FANG', 'KHC', 'AMGN', 'BKR', 'OXY', 'CAG', 'EA', 'DPZ', 'CL', 'KMB', 'HES', 'GEN', 'DVA', 'TRV', 'KR', 'K', 'LDOS', 'NOC', 'AIZ', 'CVS', 'LHX', 'PANW', 'EPAM', 'MOS', 'BMY', 'REGN', 'HRL', 'CME', 'COR', 'TAP', 'CHD', 'VRTX', 'MRO', 'VLO')","(0.005, 0.005000000000000006, 0.005000000000000008, 0.051744832644150876, 0.010755478681660505, 0.005, 0.12990446065464378, 0.06294680603664467, 0.00639825113084715, 0.00500000000000001, 0.014501182372396306, 0.005, 0.005000000000000013, 0.005, 0.025258934511780837, 0.005000000000000003, 0.005, 0.005000000000000027, 0.08862321876144376, 0.00900582978083088, 0.005000000000000004, 0.0652007541333771, 0.005000000000000013, 0.005000000000000001, 0.03814675389317758, 0.005, 0.005000000000000003, 0.08429810888327116, 0.00500000000000001, 0.005000000000000002, 0.023275603209302866, 0.005000000000000016, 0.005, 0.005000000000000004, 0.005, 0.005000000000000003, 0.10462483699035027, 0.00500000000000001, 0.05956140033468986, 0.07575354798143237, 0.005000000000000007, 0.005000000000000003, 0.005, 0.005, 0.005, 0.005)",0.1187979160143925,2023-11-10 20:31:30.016142
47,"('BKR', 'CAG', 'COR', 'CBOE', 'GIS', 'FSLR', 'CNC', 'ELV', 'MRNA', 'DG', 'XOM', 'CHD', 'SJM', 'NEM', 'HRL', 'JNJ', 'SEDG', 'MRK', 'EG', 'VZ', 'FANG', 'ABBV', 'CVS', 'BIIB', 'CL', 'LMT', 'COP', 'PFE', 'MPC', 'BG', 'LDOS', 'AZO', 'DVA', 'REGN', 'TTWO', 'ED', 'CVX', 'LVS', 'KHC', 'PANW', 'BMY', 'EA', 'DPZ', 'VRTX', 'ORLY', 'MO', 'PXD')","(0.0050000000000000175, 0.005, 0.005000000000000041, 0.10064250110187986, 0.04900839064082964, 0.00500000000000002, 0.005000000000000015, 0.005000000000000023, 0.005, 0.0050000000000000044, 0.005, 0.00550339591924431, 0.025288190757022665, 0.012647809865281585, 0.07409482500310682, 0.13910242664768568, 0.005000000000000023, 0.024030324634726822, 0.005, 0.046719430734997056, 0.005000000000000002, 0.029297043786556252, 0.0050000000000000365, 0.005000000000000104, 0.015577080186032096, 0.05127300691250015, 0.005, 0.005, 0.005, 0.005000000000000003, 0.005000000000000008, 0.005, 0.03516795638446897, 0.005000000000000007, 0.0050000000000000235, 0.005, 0.005, 0.007704107917672783, 0.010647715585543688, 0.005, 0.07771431944195034, 0.08348556149594087, 0.0050000000000000044, 0.0050000000000000044, 0.014409734920763771, 0.057686178063796556, 0.005000000000000008)",0.1187280076660013,2023-11-10 20:33:31.956652
49,"('PFE', 'HRL', 'TTWO', 'EOG', 'BIIB', 'HSY', 'TAP', 'LVS', 'MRO', 'REGN', 'CPB', 'ROL', 'KMB', 'BAX', 'VZ', 'CNC', 'LLY', 'AMGN', 'ABBV', 'MKC', 'BKR', 'CL', 'DPZ', 'KR', 'KHC', 'SLB', 'BMY', 'EPAM', 'FANG', 'CI', 'MO', 'ORLY', 'MRNA', 'UNH', 'EA', 'PXD', 'CLX', 'PANW', 'PSX', 'LW', 'COR', 'CBOE', 'WMT', 'MOS', 'NOC', 'LHX', 'INCY', 'DVA', 'CME')","(0.005, 0.07782103727359027, 0.005, 0.005000000000000016, 0.005000000000000013, 0.00500000000000001, 0.005, 0.005, 0.005, 0.005, 0.026618168919916068, 0.005, 0.09284421238863047, 0.00500000000000001, 0.04533691798542025, 0.005, 0.005000000000000006, 0.033495523194098126, 0.036357927011266854, 0.005, 0.005, 0.005000000000000023, 0.005, 0.005, 0.005000000000000007, 0.005, 0.11208716258897937, 0.005, 0.005000000000000002, 0.005, 0.05624695653964745, 0.010275137461709287, 0.005000000000000027, 0.005000000000000009, 0.07255786052237202, 0.005000000000000008, 0.005, 0.005000000000000009, 0.005, 0.005, 0.005000000000000001, 0.07974389426986148, 0.05493187465684768, 0.005000000000000022, 0.022947492894751204, 0.005, 0.02516855916129104, 0.03370556149368504, 0.0548617136379335)",0.1197852136967097,2023-11-10 20:37:52.575005
7,"('CPB', 'VLO', 'JNJ', 'MCK', 'CME', 'LMT', 'WMT')","(0.14879942349226946, 0.046795607313271016, 0.2, 0.10657336012144081, 0.1907824787184891, 0.13587531742367034, 0.1711738129308593)",0.1311132814343655,2023-11-10 20:40:29.788821
10,"('CF', 'VZ', 'HSY', 'JNJ', 'ABBV', 'TTWO', 'HUM', 'LDOS', 'CHRW', 'AMGN')","(0.023804523201857924, 0.10796395339648333, 0.17498024378520943, 0.2, 0.12884279544355023, 0.06972685910977867, 0.051318379329873036, 0.053043509594866374, 0.07181181837852597, 0.11850791775985504)",0.1292138461052363,2023-11-10 20:40:42.152963
14,"('LMT', 'LW', 'ABBV', 'DVA', 'JNJ', 'CHRW', 'SJM', 'HUM', 'EPAM', 'D', 'AMGN', 'CNC', 'NEM', 'CVX')","(0.1272369014388599, 0.07652167373449423, 0.08424462642032331, 0.03867981463907043, 0.2, 0.07934300374814889, 0.1314253832309309, 0.04893663640580533, 0.01, 0.014806957849774826, 0.09839963981581615, 0.01, 0.04248678295680045, 0.03791857975997559)",0.1270011631742597,2023-11-10 20:41:06.080921
28,"('DVA', 'TSN', 'JNJ', 'ABBV', 'GILD', 'MCK', 'CAH', 'ELV', 'CAG', 'CVX', 'CBOE', 'MPC', 'MOH', 'CI', 'HSY', 'BMY', 'TTWO', 'MRNA', 'PXD', 'COR', 'BKR', 'TAP', 'CF', 'REGN', 'CTRA', 'VLO', 'HRL', 'VRTX')","(0.035203384990615316, 0.032564147494179886, 0.19258960882662612, 0.05219918911107426, 0.010000000000000018, 0.02205985118175559, 0.010000000000000033, 0.01, 0.01, 0.010000000000000002, 0.12509176077415035, 0.010000000000000005, 0.010000000000000009, 0.010000000000000004, 0.0771472436995142, 0.11640749745999403, 0.04656806142416614, 0.01, 0.01, 0.01, 0.01, 0.016272729208264728, 0.01, 0.010000000000000002, 0.010000000000000009, 0.010000000000000002, 0.11389652582965945, 0.01)",0.1245913948563224,2023-11-10 20:43:43.541454
32,"('ABBV', 'PFE', 'UNH', 'T', 'INCY', 'LMT', 'DVA', 'MO', 'ROL', 'KR', 'JNJ', 'CAH', 'EPAM', 'MKC', 'ORLY', 'CAG', 'DLTR', 'ELV', 'D', 'KMB', 'LVS', 'HAL', 'CI', 'BMY', 'CF', 'SJM', 'CVS', 'EOG', 'DPZ', 'PXD', 'MOS', 'HSY')","(0.028363465541997486, 0.005, 0.005000000000000001, 0.02186125895597836, 0.0548660080060804, 0.08293504843855921, 0.04396410204254542, 0.06099473343927237, 0.016249125003537934, 0.0181264209358374, 0.1841969512112022, 0.005, 0.00500000000000001, 0.0050000000000000044, 0.03697968618499614, 0.005, 0.005, 0.005, 0.005, 0.1287365584865923, 0.02996007235137064, 0.005, 0.005, 0.10334506685393856, 0.007873825592081322, 0.043149231434002296, 0.005000000000000006, 0.005000000000000006, 0.01850673740311103, 0.012155184068243856, 0.005, 0.037736524050653086)",0.1229162797616607,2023-11-10 20:45:36.832417
13,"('PANW', 'TRV', 'HUM', 'WMT', 'LVS', 'MKTX', 'NEM', 'TSN', 'EA', 'KMB', 'VZ', 'JNJ', 'HRL')","(0.01, 0.11538776985843588, 0.048554549542339225, 0.11224116783853941, 0.02409524704363083, 0.01, 0.03706910936194949, 0.02298124042978615, 0.11420968671955205, 0.1313286360856531, 0.06990367570881775, 0.2, 0.10422891741129607)",0.1238092574278929,2023-11-10 21:10:28.392257
22,"('AIZ', 'TAP', 'MO', 'MPC', 'CHRW', 'LMT', 'OXY', 'CME', 'T', 'K', 'EA', 'DG', 'JNJ', 'MKTX', 'VZ', 'LW', 'MCK', 'TTWO', 'EPAM', 'D', 'SJM', 'KHC')","(0.030358702818312523, 0.01, 0.057098687521428874, 0.01, 0.04632039225772385, 0.08258969358228434, 0.010000000000000009, 0.09470549899914134, 0.01, 0.10111516826616662, 0.10077094385105927, 0.010000000000000004, 0.2, 0.010000000000000002, 0.0489103633292493, 0.02532123758884762, 0.06259508704689777, 0.010000000000000002, 0.01, 0.01, 0.04809017955459101, 0.012124045184297497)",0.1211815648111059,2023-11-10 21:11:30.113307
30,"('VRTX', 'ABBV', 'PXD', 'MRNA', 'D', 'GEN', 'HUM', 'EG', 'JNJ', 'UNH', 'SLB', 'PGR', 'BIIB', 'FANG', 'LVS', 'MCK', 'ORLY', 'K', 'CLX', 'CBOE', 'CPB', 'CVX', 'MPC', 'TTWO', 'CME', 'CHRW', 'CVS', 'PFE', 'LMT', 'TSN')","(0.01000000000000001, 0.051729570480223086, 0.010000000000000007, 0.010000000000000023, 0.01, 0.010151113950465918, 0.017305115579680407, 0.01, 0.1956812400702053, 0.01, 0.01, 0.01, 0.010000000000000004, 0.010000000000000009, 0.01525192417508391, 0.03065953005987068, 0.01348286029252888, 0.15328185197742025, 0.01, 0.09692540817736214, 0.02749398743226911, 0.010000000000000002, 0.010000000000000005, 0.03074250368922985, 0.07319034804069602, 0.044040689899524775, 0.01, 0.010000000000000009, 0.06580907018265654, 0.024254785992783)",0.1227799803274571,2023-11-10 21:14:28.454753
34,"('CNC', 'TTWO', 'CME', 'MRNA', 'TAP', 'K', 'GEN', 'BMY', 'LVS', 'T', 'AMGN', 'UNH', 'MRO', 'JNJ', 'KHC', 'CTRA', 'CPB', 'MO', 'CF', 'D', 'NOC', 'PANW', 'PSX', 'CBOE', 'WMT', 'SEDG', 'BKR', 'MOH', 'PFE', 'VZ', 'TSN', 'REGN', 'MOS', 'VRTX')","(0.005000000000000003, 0.0335599325561088, 0.06920669226591691, 0.0050000000000000175, 0.005, 0.12136633334462135, 0.005000000000000013, 0.11388923442503505, 0.016720095184184703, 0.005000000000000003, 0.03653581413966699, 0.005, 0.005, 0.15996549147560749, 0.011026100452830421, 0.005, 0.024798262113833718, 0.05199755073226566, 0.005, 0.005000000000000001, 0.009313496736573298, 0.005000000000000007, 0.017478280779578994, 0.09536993608268468, 0.08096446112210366, 0.005, 0.005, 0.005000000000000003, 0.005000000000000006, 0.04574915171441792, 0.02205916687457035, 0.005, 0.005000000000000022, 0.005)",0.1200704656045889,2023-11-10 21:17:03.872753
40,"('T', 'AMGN', 'KMB', 'PGR', 'NFLX', 'GIS', 'NEM', 'CLX', 'DLTR', 'DG', 'GEN', 'LMT', 'GILD', 'PANW', 'PXD', 'REGN', 'BMY', 'ELV', 'CVS', 'BKR', 'CNC', 'EG', 'MRK', 'MO', 'SLB', 'VLO', 'MRNA', 'TSN', 'LLY', 'HES', 'BIIB', 'FANG', 'HRL', 'TTWO', 'KR', 'WMT', 'ROL', 'JNJ', 'MCK', 'BG')","(0.010530348137252298, 0.042031263316637514, 0.10392910157468306, 0.005, 0.005, 0.026947904335740527, 0.02117970400676163, 0.005, 0.005000000000000013, 0.005000000000000009, 0.005000000000000001, 0.04743240514381003, 0.0050000000000000305, 0.0050000000000000105, 0.005, 0.005000000000000016, 0.1010557460650238, 0.005000000000000013, 0.00500000000000002, 0.005000000000000004, 0.005000000000000012, 0.009891646298914111, 0.04861320191433259, 0.0458487090278309, 0.005, 0.005000000000000003, 0.005, 0.013256485912081221, 0.005000000000000013, 0.005000000000000009, 0.005000000000000041, 0.005, 0.07829034550560661, 0.05261566962006892, 0.005000000000000009, 0.08085473375240665, 0.005, 0.13387251981458717, 0.04268385994212756, 0.025966355632135292)",0.1219923499595651,2023-11-10 21:22:36.386527
