n_combination,best_combination,best_portfolio_weights,max_sharpe_ratio,timestamp
35,"('TMUS', 'PCAR', 'VLO', 'TJX', 'MMC', 'PCG', 'IRM', 'MCK', 'KLAC', 'STLD', 'OXY', 'APA', 'PTC', 'GL', 'WMB', 'CAH', 'CPRT', 'MSI', 'HWM', 'XOM', 'RCL', 'AXON', 'SLB', 'EOG', 'TRGP', 'LLY', 'CF', 'CDNS', 'ANET', 'FANG', 'AJG', 'WRB', 'LMT', 'MAR', 'MRK')","(0.005000000000000199, 0.005, 0.005, 0.005, 0.005, 0.005000000000000153, 0.005000000000000146, 0.005000000000000465, 0.005, 0.005000000000000643, 0.3, 0.005, 0.005, 0.005, 0.005, 0.24, 0.005, 0.005, 0.005, 0.005000000000000092, 0.005, 0.005, 0.005, 0.005, 0.005000000000000233, 0.3, 0.005, 0.005, 0.0050000000000003705, 0.005, 0.005, 0.005, 0.005, 0.005000000000000009, 0.005)",2.1150207285492093,2023-11-11 13:03:42.994511
41,"('GD', 'MRK', 'CPRT', 'CF', 'HII', 'LLY', 'MRO', 'MPC', 'IRM', 'CDNS', 'SNA', 'LMT', 'ORCL', 'RCL', 'BKNG', 'BSX', 'ACGL', 'LIN', 'CMG', 'AZO', 'PWR', 'HWM', 'PCAR', 'MCK', 'GE', 'PH', 'MNST', 'XOM', 'VLO', 'AJG', 'TRGP', 'PXD', 'DHI', 'WAB', 'AXON', 'FICO', 'LVS', 'KLAC', 'CVX', 'STLD', 'NOC')","(0.005, 0.005000000000000204, 0.005, 0.005, 0.005, 0.2099999999999997, 0.005000000000000273, 0.2999999999999993, 0.005000000000000292, 0.005000000000000146, 0.005, 0.005, 0.005, 0.005000000000000188, 0.005000000000000187, 0.005000000000000271, 0.005, 0.005000000000000133, 0.005, 0.005, 0.005000000000000127, 0.005, 0.005, 0.005000000000000174, 0.005000000000000278, 0.005, 0.005000000000000338, 0.005, 0.005000000000000243, 0.0050000000000001935, 0.005, 0.0050000000000003245, 0.005000000000000299, 0.0050000000000001285, 0.005000000000000084, 0.29999999999999943, 0.005000000000000123, 0.005000000000000282, 0.00500000000000016, 0.005, 0.005000000000000094)",2.24729071232968,2023-11-11 13:09:40.552151
43,"('MRO', 'IT', 'IRM', 'REGN', 'OXY', 'FSLR', 'TT', 'IR', 'XOM', 'EG', 'MSI', 'CF', 'AZO', 'LIN', 'PHM', 'LLY', 'PH', 'HAL', 'ORCL', 'CAH', 'TDG', 'PCG', 'RCL', 'NVDA', 'MCK', 'VRTX', 'BSX', 'CTRA', 'AVGO', 'HWM', 'PTC', 'SNA', 'PSX', 'TMUS', 'URI', 'FANG', 'WMB', 'ANET', 'ACGL', 'GWW', 'EOG', 'MPC', 'ORLY')","(0.005, 0.005000000000000337, 0.005000000000000566, 0.0050000000000001085, 0.2507429764409188, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005000000000000116, 0.005000000000000021, 0.005000000000000425, 0.24925702355908158, 0.005000000000000007, 0.005000000000000164, 0.005, 0.005000000000000037, 0.005, 0.005, 0.005, 0.005000000000000469, 0.005000000000000129, 0.005, 0.005000000000000224, 0.005, 0.005, 0.005000000000000069, 0.005, 0.005, 0.005000000000000071, 0.005, 0.005, 0.005, 0.005000000000000023, 0.005, 0.005, 0.005, 0.005, 0.3, 0.005)",2.1980252669023623,2023-11-11 13:12:09.728001
17,"('ETN', 'HWM', 'PXD', 'PHM', 'LW', 'REGN', 'VRTX', 'NUE', 'LLY', 'TAP', 'VLO', 'MCK', 'MRK', 'KLAC', 'WRB', 'EQT', 'TRGP')","(0.01, 0.010000000000000252, 0.01, 0.01, 0.01000000000000008, 0.01, 0.010000000000000283, 0.01, 0.29999999999999954, 0.010000000000000106, 0.010000000000000321, 0.25999999999999973, 0.010000000000000035, 0.01, 0.010000000000000196, 0.2999999999999996, 0.010000000000000177)",2.0572117285259286,2023-11-11 13:25:39.703309
42,"('PH', 'CBOE', 'CF', 'ACGL', 'CB', 'LIN', 'PCG', 'PWR', 'LVS', 'HAL', 'WRB', 'AVGO', 'PGR', 'REGN', 'ETN', 'TMUS', 'CDNS', 'FANG', 'IR', 'RCL', 'TT', 'IRM', 'MCK', 'ORLY', 'GD', 'LMT', 'HUBB', 'MAR', 'NOC', 'XOM', 'FSLR', 'CI', 'DHI', 'GE', 'EOG', 'AJG', 'ROL', 'FICO', 'LLY', 'GWW', 'BKR', 'SLB')","(0.005000000000000172, 0.005000000000000012, 0.005, 0.20499999999999974, 0.005000000000000009, 0.0050000000000003314, 0.005, 0.005, 0.005000000000000118, 0.005000000000000346, 0.005000000000000213, 0.005, 0.005, 0.005000000000000135, 0.005000000000000131, 0.005, 0.005000000000000044, 0.00500000000000009, 0.005000000000000249, 0.005, 0.005000000000000227, 0.005, 0.005, 0.005000000000000056, 0.005, 0.005000000000000075, 0.0050000000000000825, 0.00500000000000007, 0.005, 0.005000000000000001, 0.005, 0.00500000000000017, 0.005000000000000016, 0.0050000000000000365, 0.005, 0.005000000000000024, 0.0050000000000001415, 0.2999999999999995, 0.2999999999999998, 0.005000000000000061, 0.005000000000000059, 0.005000000000000129)",2.190036550974714,2023-11-11 13:39:51.118252
50,"('IR', 'LDOS', 'PH', 'WRB', 'EG', 'PXD', 'SNA', 'CI', 'MSI', 'LLY', 'APA', 'PCAR', 'HAL', 'MRO', 'LIN', 'FICO', 'IT', 'MAR', 'AXON', 'EQT', 'CBOE', 'GL', 'GWW', 'TAP', 'FANG', 'PGR', 'VLO', 'NOC', 'PANW', 'TRGP', 'LVS', 'MCK', 'BKR', 'MPC', 'ORLY', 'AMGN', 'CTAS', 'PTC', 'TJX', 'CF', 'LMT', 'TMUS', 'SLB', 'AZO', 'PCG', 'REGN', 'GD', 'HII', 'BKNG', 'TT')","(0.005, 0.005, 0.005000000000000331, 0.005, 0.005, 0.005000000000000068, 0.005, 0.005, 0.005, 0.16500000000000367, 0.005, 0.005, 0.005, 0.005, 0.005, 0.3, 0.005, 0.005000000000000152, 0.005, 0.005000000000000851, 0.005, 0.005, 0.005, 0.005000000000000284, 0.005000000000000064, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005000000000000117, 0.3, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005000000000000161, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005)",2.1905067413285626,2023-11-11 13:54:23.687345
10,"('XOM', 'PANW', 'FICO', 'NVDA', 'OXY', 'MCK', 'EG', 'APA', 'TRGP', 'RCL')","(0.01000000000000037, 0.010000000000000203, 0.29999999999999966, 0.2999999999999999, 0.29999999999999954, 0.039999999999999605, 0.01000000000000025, 0.010000000000000207, 0.010000000000000302, 0.010000000000000082)",1.885612649570639,2023-11-11 13:54:47.669325
11,"('MCK', 'FICO', 'EOG', 'EG', 'LMT', 'SNA', 'COP', 'BKNG', 'IT', 'ANET', 'AJG')","(0.2999999999999999, 0.3, 0.01, 0.01, 0.010000000000000033, 0.01, 0.030000000000000124, 0.01, 0.010000000000000024, 0.29999999999999993, 0.01)",1.8081162673929367,2023-11-11 13:54:57.855219
23,"('AJG', 'BKNG', 'PXD', 'PWR', 'LLY', 'ETN', 'HWM', 'KLAC', 'EQT', 'CDNS', 'WAB', 'SNPS', 'HII', 'FICO', 'FSLR', 'AZO', 'PKG', 'CMG', 'PCG', 'PTC', 'EG', 'VLO', 'TRGP')","(0.010000000000000182, 0.01, 0.01, 0.010000000000000535, 0.3, 0.010000000000000023, 0.01000000000000006, 0.010000000000000219, 0.20000000000000026, 0.01000000000000017, 0.01, 0.01, 0.01, 0.3, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.010000000000000236)",1.8520720332513807,2023-11-11 13:56:41.804825
27,"('SNA', 'HAL', 'CAH', 'CTRA', 'SLB', 'WAB', 'VLO', 'CBOE', 'TJX', 'NOC', 'AVGO', 'COR', 'OXY', 'PWR', 'STLD', 'PGR', 'AZO', 'PCG', 'GL', 'CTAS', 'AJG', 'REGN', 'LLY', 'DHI', 'BKNG', 'MPC', 'LIN')","(0.010000000000000382, 0.01, 0.01, 0.01, 0.010000000000000613, 0.01, 0.01000000000000033, 0.010000000000000233, 0.010000000000000097, 0.010000000000000201, 0.01, 0.010000000000000194, 0.23087639654264472, 0.01, 0.01, 0.010000000000000075, 0.010000000000000274, 0.01, 0.01, 0.010000000000000236, 0.01000000000000004, 0.010000000000000132, 0.2291236034573544, 0.01, 0.010000000000000456, 0.29999999999999916, 0.01000000000000034)",2.1167282602165547,2023-11-11 13:57:45.733745
31,"('LLY', 'AXON', 'ANET', 'PCG', 'GE', 'MAR', 'GL', 'TAP', 'HAL', 'IR', 'CBOE', 'ORCL', 'RCL', 'CTRA', 'HWM', 'GWW', 'PTC', 'FSLR', 'SLB', 'AZO', 'WAB', 'EG', 'BSX', 'MPC', 'AVGO', 'PANW', 'PH', 'BKR', 'CVX', 'PXD', 'HUBB')","(0.2999999999999998, 0.005, 0.00500000000000015, 0.005000000000000044, 0.005, 0.005000000000000073, 0.005, 0.005, 0.005, 0.005000000000000416, 0.005000000000000082, 0.005, 0.005000000000000057, 0.005, 0.005, 0.005, 0.005, 0.005000000000000001, 0.26000000000000134, 0.005, 0.0050000000000000305, 0.005000000000000002, 0.005000000000000125, 0.29999999999999966, 0.005, 0.005000000000000069, 0.005, 0.005, 0.005000000000000028, 0.005000000000000205, 0.005)",1.988656859224971,2023-11-11 13:59:49.124920
32,"('HII', 'URI', 'CVX', 'ORCL', 'BKR', 'FICO', 'MNST', 'AZO', 'WAB', 'AMGN', 'CDNS', 'MCK', 'GWW', 'HES', 'NUE', 'IRM', 'CTAS', 'TDG', 'TJX', 'PKG', 'FSLR', 'COR', 'LLY', 'GE', 'SNA', 'CTRA', 'ORLY', 'CMG', 'ANET', 'OXY', 'PANW', 'NOC')","(0.005, 0.005000000000000052, 0.005000000000000089, 0.005, 0.005, 0.2999999999999989, 0.005000000000000266, 0.005, 0.005, 0.005, 0.005000000000000307, 0.005000000000000208, 0.005000000000000277, 0.0049999999999999975, 0.005000000000000215, 0.005, 0.0050000000000001805, 0.005, 0.00500000000000032, 0.005000000000000436, 0.005, 0.00500000000000012, 0.2766759106408516, 0.005000000000000209, 0.005000000000000066, 0.005000000000000084, 0.00500000000000003, 0.005000000000000288, 0.005, 0.27832408935914926, 0.0050000000000000305, 0.005)",2.194693593251965,2023-11-11 14:00:21.471634
36,"('VRTX', 'LIN', 'MRK', 'KLAC', 'SLB', 'PGR', 'SNPS', 'FANG', 'LLY', 'FSLR', 'MMC', 'PCG', 'LVS', 'ANET', 'PTC', 'IRM', 'ACGL', 'XOM', 'CTAS', 'CTRA', 'GWW', 'PKG', 'HII', 'FICO', 'HES', 'CAT', 'TAP', 'TDG', 'PH', 'URI', 'BSX', 'CDNS', 'NVDA', 'RCL', 'COP', 'GL')","(0.005000000000000254, 0.005000000000000033, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.3, 0.005, 0.005, 0.005, 0.005000000000000177, 0.0050000000000002, 0.00500000000000012, 0.005000000000000039, 0.005, 0.005, 0.005000000000000234, 0.00500000000000002, 0.005, 0.005000000000000101, 0.005000000000000038, 0.2999999999999998, 0.11922843049048491, 0.005000000000000191, 0.005, 0.005000000000000053, 0.005000000000000053, 0.0050000000000001025, 0.005000000000000073, 0.005000000000000021, 0.12077156950951469, 0.005000000000000195, 0.005, 0.005000000000000177)",2.0666115679401256,2023-11-11 14:03:31.777954
7,"('URI', 'PGR', 'LVS', 'MCK', 'OXY', 'LLY', 'VLO')","(0.01, 0.01, 0.01, 0.3, 0.3, 0.3, 0.06999999999999978)",2.091205518033138,2023-11-12 15:03:29.625612
8,"('BKNG', 'LLY', 'ACGL', 'FANG', 'EG', 'FSLR', 'NUE', 'PCAR')","(0.01000000000000006, 0.2999999999999995, 0.3, 0.06000000000000015, 0.01, 0.3, 0.010000000000000002, 0.01)",1.8810449401306648,2023-11-12 15:03:53.853081
6,"('COP', 'MCK', 'FICO', 'MPC', 'VRTX', 'FSLR')","(0.01000000000000034, 0.29999999999999954, 0.2999999999999999, 0.2999999999999999, 0.010000000000000571, 0.07999999999999982)",2.143161595573256,2023-11-12 15:07:09.295006
